TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20110528,20110603,15.65,1.0,238.862,124.163,0.604167,320.068,0.0,3.948,1.0,100.483,1.0,1.296,0.0,1.817,1.0,0.254188041667,1.0,54.0964995347,1.0,-9999,-9999,418.796,1.0,-9999,1.0,49.1281,0.979167,-9999,1.12449,-8.12615,0.979167,-9999,1.11619,0.870932,0.723214,0.253828,0.0798013,0.82658,0.909131,0.854167,0.776786,0.77381,8.30565,8.30565,8.9365,9.34024,8.15288,8.00089,8.27042,8.52531,7.16236,6.97431,7.59607,7.96926,7.32055,7.27259,7.33095,7.39801,-9999,-9999
20110604,20110610,12.076,1.0,232.427,117.73,0.604167,309.449,0.0,2.546,0.994048,100.329,0.988095,2.458,0.0,2.04,1.0,0.335749111574,0.989583333333,36.6018200382,1.0,-9999,-9999,460.237,1.0,-9999,1.0,49.1732,0.97619,-9999,1.04036,-14.4475,0.97619,-9999,1.37407,1.91647,0.85119,0.171577,1.91353,2.02647,2.1267,0.842262,0.857143,0.875,9.05945,8.98722,9.54287,10.5625,6.82353,6.75362,7.50739,8.61219,6.80901,6.63025,7.22133,7.55216,7.10782,7.07532,7.12099,7.18653,-9999,-9999
20110611,20110617,18.032,1.0,228.304,117.595,0.604167,335.77,0.0,5.021,1.0,100.248,1.0,5.029,0.0,2.586,1.0,0.3974105,1.0,62.0716306597,1.0,-9999,-9999,409.718,1.0,-9999,1.0,75.2668,0.997024,-9999,1.28082,-46.8724,0.997024,-9999,1.79674,8.05883,0.934524,0.28286,7.57201,7.98919,8.07241,0.973214,0.970238,0.964286,16.2358,16.0498,17.2296,18.2459,8.63395,8.48363,9.22818,10.2193,7.37831,7.18459,7.8251,8.20954,6.72598,6.64275,6.70529,6.78887,-9999,-9999
20110618,20110624,19.661,1.0,226.562,66.75,0.604167,391.907,0.0,6.86,0.973214,99.852,0.967262,12.039,0.0,2.391,0.96131,0.422972497299,0.916666666667,17.4980667535,1.0,-9999,-9999,520.842,0.997024,-9999,1.0,61.3374,0.877976,-9999,1.26995,-37.1556,0.877976,-9999,1.74032,12.4399,0.848214,0.268891,11.5964,12.3938,12.4643,0.866071,0.782738,0.848214,16.3732,16.2523,17.0022,17.1224,4.5424,4.5424,4.6749,4.74984,7.51844,7.32105,7.97372,8.36546,4.22999,4.16719,4.20875,4.28128,-9999,-9999
20110625,20110701,9.733,1.0,227.227,112.988,0.604167,300.175,0.0,1.761,1.0,100.627,1.0,0.0,0.0,2.276,1.0,0.344107482639,1.0,47.0300783507,1.0,-9999,-9999,436.413,1.0,-9999,1.0,55.2761,0.982143,-9999,1.10173,-1.45179,0.982143,-9999,1.07049,-0.785281,0.830357,0.133427,-1.11548,-0.978197,-0.878523,0.889881,0.916667,0.818452,5.18846,5.05245,5.14265,5.18924,6.30451,5.93523,6.14431,6.27467,6.56935,6.38382,6.94222,7.28633,7.0194,6.98959,7.03536,7.10154,-9999,-9999
20110702,20110708,8.52,1.0,230.271,136.681,0.604167,264.717,0.0,2.388,1.0,100.915,1.0,0.0,0.0,1.732,1.0,0.202854038194,1.0,40.5299866007,1.0,-9999,-9999,401.385,1.0,-9999,1.0,47.0466,0.988095,-9999,1.08376,6.94998,0.994048,-9999,1.1427,-1.75009,0.699405,0.0941883,-1.68874,-1.62955,-1.57015,0.803571,0.782738,0.714286,4.94249,4.31074,4.94455,6.56167,6.57411,5.88101,6.57411,8.07272,6.43993,6.25805,6.80546,7.14279,7.94666,7.90526,7.9546,8.02486,-9999,-9999
20110709,20110715,20.088,1.0,235.624,95.608,0.598214,363.772,0.0,7.667,1.0,99.776,1.0,6.78,0.0,2.289,0.988095,0.297385378019,0.993055555556,43.4851144882,0.993055555556,-9999,-9999,449.375,1.0,-9999,1.0,85.875,0.9375,-9999,1.25171,-51.3663,0.9375,-9999,1.35595,11.1838,0.752976,0.27988,10.1519,10.5712,10.9869,0.815476,0.78869,0.758929,16.4896,15.7944,17.1086,18.9783,6.10503,5.77558,6.73405,8.12944,7.55769,7.35927,8.01534,8.40913,5.20372,5.07727,5.12707,5.25705,-9999,-9999
20110716,20110722,14.848,1.0,243.166,73.204,0.583333,355.04,0.0,3.221,0.952381,100.343,1.0,17.657,0.0,2.505,1.0,0.452242829861,0.993055555556,28.0225774375,1.0,-9999,-9999,450.11,1.0,-9999,1.0,45.7812,0.916667,-9999,1.12498,-0.448647,0.919643,-9999,1.23212,1.22714,0.8125,0.232755,1.21518,1.24784,1.2628,0.854167,0.824405,0.824405,12.1171,11.9329,12.0975,12.3259,10.8569,10.7133,10.8394,11.0486,7.08216,6.89622,7.51102,7.88003,4.77008,4.75378,4.78676,4.82939,-9999,-9999
20110723,20110729,19.246,1.0,252.74,130.638,0.583333,344.471,0.0,6.156,1.0,100.075,1.0,1.935,0.0,2.651,1.0,0.433334170139,1.0,70.389888987,0.993055555556,-9999,-9999,450.273,1.0,-9999,1.0,70.6083,0.973214,-9999,1.15438,-31.5479,0.97619,-9999,1.52042,5.16185,0.889881,0.349766,4.9935,5.17209,5.22489,0.928571,0.922619,0.895833,12.5648,12.5379,12.9788,13.2744,7.36184,7.51942,7.81567,8.00714,7.48068,7.28428,7.93367,8.32345,7.01981,6.88754,6.94591,7.08368,-9999,-9999
20110730,20110805,12.18,0.997024,264.149,107.83,0.577381,316.896,0.0,4.01,0.982143,100.201,0.979167,3.144,0.0,3.13,0.952381,0.579854272412,0.90625,36.9198562847,1.0,-9999,-9999,450.651,0.997024,-9999,1.0,56.3995,0.877976,-9999,1.1575,0.171057,0.889881,-9999,1.41607,-0.0406377,0.77381,0.333154,-0.0529135,-0.0434278,0.0521931,0.77381,0.779762,0.821429,6.93303,6.53818,6.79426,6.93981,6.79328,6.59475,6.77636,6.90034,6.81722,6.63824,7.23004,7.58524,6.35204,6.31492,6.36279,6.42155,-9999,-9999
20110806,20110812,22.306,1.0,277.168,156.982,0.5625,363.87,0.0,9.591,1.0,99.879,1.0,2.389,0.0,2.549,1.0,0.375743774306,1.0,93.8402162371,0.982638888889,-9999,-9999,421.231,1.0,-9999,1.0,73.066,0.991071,-9999,1.35625,-22.2896,0.991071,-9999,1.959,5.50379,0.904762,0.446883,5.34686,5.41474,5.58254,0.907738,0.91369,0.860119,14.3103,14.2394,15.9557,16.3407,8.83796,8.83796,10.3502,10.9009,7.74379,7.54048,8.21271,8.6162,6.39251,6.11994,6.28436,6.39251,-9999,-9999
20110813,20110819,20.268,1.0,291.549,122.502,0.5625,374.985,0.0,7.929,0.991071,99.627,1.0,9.884,0.0,3.275,1.0,0.575256430556,1.0,50.213190191,1.0,-9999,-9999,426.178,1.0,-9999,1.0,64.461,0.967262,-9999,1.27414,-19.2346,0.967262,-9999,1.60164,6.44598,0.910714,0.320251,6.05495,6.21348,6.27051,0.931548,0.916667,0.910714,13.8029,13.6609,14.1678,14.3762,7.66858,7.60313,7.88323,8.01085,7.56944,7.37071,8.02781,8.4222,5.65611,5.5014,5.56915,5.69899,-9999,-9999
20110820,20110826,11.848,1.0,307.027,182.277,0.5625,297.935,0.0,3.511,1.0,100.92,1.0,0.068,0.0,2.227,1.0,0.318863982639,1.0,79.417027615,0.993055555556,-9999,-9999,415.07,1.0,-9999,1.0,48.2375,0.988095,-9999,1.03165,30.714,0.988095,-9999,1.95131,-3.15945,0.919643,0.306425,-3.163,-2.93452,-2.74324,0.919643,0.925595,0.946429,7.64022,7.05113,7.40078,7.65463,10.4646,9.92675,10.2664,10.3969,6.77558,6.59769,7.18587,7.53891,9.48619,9.39708,9.47325,9.55804,-9999,-9999
20110827,20110902,17.668,1.0,323.331,193.03,0.5625,325.687,0.0,7.549,0.997024,100.245,1.0,1.99,0.0,2.948,0.988095,0.489613659873,0.993055555556,95.3730116667,1.0,-9999,-9999,418.328,1.0,-9999,1.0,58.0122,0.991071,-9999,0.847657,22.1078,0.991071,-9999,2.46558,0.641209,0.970238,0.157707,0.588955,0.621489,0.641819,0.991071,0.97619,0.97619,8.68934,8.67888,8.69921,8.7311,8.13315,8.05147,8.09519,8.13315,7.331,7.13853,7.77492,8.1569,8.25902,8.0628,8.14539,8.31646,-9999,-9999
20110903,20110909,18.267,1.0,340.186,162.124,0.854167,336.663,0.0,8.143,1.0,99.893,0.994048,1.771,0.0,3.047,0.997024,0.579921100399,0.996527777778,73.6294401121,0.954861111111,269.247996795,0.590277777778,405.994,1.0,-9999,1.0,80.4592,0.6875,-9999,0.812258,-1.95093,0.684524,-9999,2.46465,1.53453,0.949405,0.154411,1.50693,1.52259,1.57161,0.949405,0.949405,0.949405,8.91077,8.88723,8.94906,9.06279,7.4309,7.31155,7.38632,7.56761,7.03556,6.76656,7.05922,7.25659,6.30647,6.16299,6.27712,6.36192,-9999,-9999
20110910,20110916,20.242,1.0,357.321,197.832,1.0,324.942,0.0,10.261,1.0,100.4,1.0,0.032,0.0,2.561,1.0,0.413685986111,1.0,120.434015778,1.0,393.402777778,1.0,403.818,1.0,-9999,1.0,79.1987,0.110119,-9999,0.812052,4.38017,0.110119,-9999,2.70972,0.907775,0.979167,0.164326,0.93119,0.994114,1.1614,0.979167,0.979167,0.97619,9.60875,9.25916,9.51149,9.56805,8.45981,8.36441,8.43581,8.52205,8.09571,7.01035,7.07519,7.57716,7.63596,7.53979,7.62233,7.78199,-9999,-9999
20110917,20110923,19.058,1.0,374.469,133.631,1.0,354.181,0.0,7.634,1.0,100.302,1.0,6.233,0.0,2.048,0.997024,0.322884050505,0.986111111111,70.4366196243,0.989583333333,233.256944444,1.0,458.296,1.0,-9999,1.0,75.2215,0.0,-9999,2.07602,7.43289,0.0,-9999,8.93144,1.68913,0.967262,0.164082,1.5905,1.6747,1.80045,0.967262,0.967262,0.973214,9.27296,9.24179,9.30484,9.37883,7.53953,7.481,7.63009,7.79001,5.73822,4.83243,5.57479,9.03132,6.03642,5.96428,6.12618,7.69395,-9999,-9999
20110924,20110930,23.048,1.0,391.376,221.531,1.0,351.97,0.0,12.336,1.0,100.123,1.0,0.083,0.0,2.516,1.0,0.386911652778,1.0,146.014675521,1.0,444.211805556,1.0,422.957,1.0,-9999,1.0,81.1456,0.0,-9999,-9999,5.12416,0.0,-9999,-9999,1.49066,0.946429,0.187272,1.54051,1.57015,1.6344,0.946429,0.949405,0.9375,12.6002,12.6176,13.1859,13.6722,11.0709,11.0709,11.4969,12.034,11.1994,9.72522,9.99592,10.9685,9.86027,9.80058,9.93102,10.3917,-9999,-9999
20111001,20111007,21.27,1.0,407.798,193.496,1.0,365.184,0.0,10.002,1.0,99.871,1.0,1.714,0.0,2.748,0.973214,0.406676679924,0.986111111111,107.495827639,1.0,352.659722222,1.0,450.847,1.0,-9999,1.0,78.5496,0.0,-9999,-9999,4.92262,0.0,-9999,-9999,1.38872,0.949405,0.180401,1.39592,1.46208,1.49088,0.955357,0.943452,0.949405,12.1555,12.1641,12.4841,12.6728,10.6471,10.6663,10.9945,11.3084,7.0808,7.45875,7.93922,8.46303,9.51226,8.82228,9.29062,9.34472,-9999,-9999
20111008,20111014,21.508,1.0,423.506,161.938,1.0,377.415,0.0,8.171,1.0,99.469,1.0,14.58,0.0,2.187,0.994048,0.37183732749,0.954861111111,91.1979827708,1.0,306.246527778,1.0,447.922,1.0,-9999,1.0,78.3171,0.0,-9999,-9999,6.4179,0.0,-9999,-9999,1.45651,0.943452,0.177682,1.35134,1.41876,1.47832,0.96131,0.96131,0.943452,10.9151,10.9637,11.219,11.3566,9.50729,9.64074,9.74887,9.92585,1.63434,2.04801,3.08155,7.0452,8.91016,5.8986,6.14663,7.69993,-9999,-9999
20111015,20111021,22.423,1.0,438.296,288.778,1.0,347.528,0.0,10.594,1.0,99.981,1.0,0.0,0.0,2.471,1.0,0.377091545139,1.0,179.336032396,1.0,556.760416667,1.0,414.049,1.0,-9999,1.0,101.294,0.0,-9999,-9999,27.9413,0.0,-9999,-9999,-2.86214,0.97619,0.189723,-2.88268,-2.7689,-2.5043,0.979167,0.988095,0.979167,11.5118,11.5438,11.6384,12.0571,14.0983,14.1001,14.4562,14.8481,6.87469,3.91931,6.53129,6.93176,13.458,10.2372,10.7874,12.2524,-9999,-9999
20111022,20111028,22.6,1.0,451.984,229.999,1.0,367.813,0.0,10.855,1.0,99.755,1.0,3.651,0.0,2.054,0.982143,0.371601004982,0.993055555556,142.903194176,0.986111111111,419.416666667,1.0,436.944,1.0,-9999,1.0,122.108,0.0,-9999,-9999,27.3825,0.0,-9999,-9999,0.0612505,0.958333,0.185914,0.109058,0.228119,0.241718,0.967262,0.973214,0.970238,11.0058,10.9787,11.0763,11.2303,10.7725,10.7946,10.8405,11.1213,6.32402,5.07504,5.20747,6.80985,9.25178,9.18358,9.34919,9.86204,-9999,-9999
20111029,20111104,21.183,1.0,464.418,283.329,1.0,337.637,0.0,10.788,1.0,100.185,1.0,10.694,0.0,2.472,1.0,0.420403121528,1.0,167.847859431,1.0,529.927083333,1.0,424.959,1.0,-9999,1.0,123.491,0.0,-9999,-9999,29.9762,0.0,-9999,-9999,-1.11138,0.982143,0.211487,-1.11138,-0.956732,-0.843557,0.982143,0.982143,0.985119,13.2829,13.187,14.4003,14.8955,14.4638,14.2014,15.2805,15.7587,6.70704,4.11497,6.05777,8.94829,11.2633,10.0564,11.0085,12.1256,-9999,-9999
20111105,20111111,25.764,1.0,475.477,259.338,1.0,386.886,0.0,13.007,1.0,99.678,1.0,3.68,0.0,2.15,0.991071,0.368357548611,1.0,156.733911979,1.0,471.899305556,1.0,435.498,1.0,-9999,1.0,116.811,0.0,-9999,-9999,38.167,0.0,-9999,-9999,1.06022,0.952381,0.255969,1.20678,1.44159,1.59969,0.952381,0.96131,0.979167,18.36,18.2914,19.5289,20.149,16.9138,16.8094,18.1591,18.3979,6.51125,5.61336,6.30406,6.80021,9.88993,9.95779,10.1337,10.4398,-9999,-9999
20111112,20111118,23.063,1.0,485.072,239.657,1.0,370.662,0.0,10.524,1.0,99.745,1.0,2.955,0.0,2.26,0.997024,0.386966947917,1.0,137.660568246,0.986111111111,449.097222222,1.0,428.587,1.0,-9999,1.0,86.7638,0.0,-9999,2.34793,38.5225,0.0,-9999,4.36489,-1.66193,0.967262,0.243513,-1.64824,-1.34369,-1.27447,0.967262,0.949405,0.955357,15.2075,14.8853,15.1239,15.3928,16.48,16.2703,16.5152,16.7417,1.74544,2.12432,4.87308,6.00223,7.81408,8.49123,9.622,10.3766,-9999,-9999
20111119,20111125,24.281,1.0,493.143,249.715,1.0,375.59,0.0,12.843,1.0,99.544,1.0,8.129,0.0,2.003,0.994048,0.358240888889,1.0,137.148178965,1.0,443.993055556,1.0,446.98,1.0,-9999,1.0,82.9773,0.047619,-9999,0.772504,39.803,0.047619,-9999,1.29358,-1.17837,0.919643,0.217553,-0.944843,-0.778965,-0.104467,0.925595,0.946429,0.982143,16.0451,15.5365,15.7628,16.2227,16.1255,15.8498,16.3316,16.9286,2.36196,1.93497,2.36196,2.65132,8.89516,8.59592,8.85835,9.10222,-9999,-9999
20111126,20111202,25.49,1.0,499.658,315.147,0.613095,362.689,0.0,16.355,1.0,99.617,1.0,0.05,0.0,1.969,1.0,0.304098222222,1.0,207.483865556,1.0,-9999,-9999,424.639,1.0,-9999,1.0,122.556,0.550595,-9999,1.0017,51.3232,0.550595,-9999,1.45198,-3.78469,0.770833,0.218394,-3.49327,-3.24377,-3.07523,0.791667,0.800595,0.869048,14.0882,13.818,14.0794,14.6511,17.1747,17.1303,17.3254,18.1638,3.98622,1.97393,2.51865,7.48648,11.4414,10.9888,11.6955,14.3946,-9999,-9999
20111203,20111209,24.087,1.0,504.597,294.633,0.458333,376.572,0.0,10.524,1.0,99.592,1.0,2.38,0.0,1.839,0.994048,0.277282190972,1.0,184.486468061,0.993055555556,-9999,-9999,418.465,1.0,-9999,1.0,118.451,0.994048,-9999,1.18829,20.4955,0.994048,-9999,1.29749,-2.97764,0.735119,0.216296,-2.93612,-2.74436,-2.56712,0.720238,0.791667,0.815476,10.9931,10.8756,11.1236,11.4968,13.5824,13.5288,13.6948,14.1835,3.4563,1.83346,2.44088,7.33403,12.7498,10.7154,12.7498,15.9624,-9999,-9999
20111210,20111216,22.667,1.0,507.955,295.872,0.443452,355.187,0.0,10.927,1.0,99.404,1.0,0.269,0.0,1.928,0.997024,0.323865284722,1.0,202.514248253,1.0,-9999,-9999,416.383,1.0,-9999,1.0,99.8097,1.0,-9999,1.21953,43.893,1.0,-9999,1.48318,-2.99453,0.839286,0.203543,-2.92397,-2.82672,-2.35048,0.842262,0.85119,0.904762,7.59317,7.55792,7.6507,7.7929,9.88523,9.91597,10.52,10.6325,3.11457,1.67416,2.28523,6.83916,12.7095,10.7865,12.7699,15.947,-9999,-9999
20111217,20111223,25.445,1.0,509.724,306.596,0.4375,382.225,0.0,15.879,1.0,99.315,1.0,0.514,0.0,2.549,0.991071,0.410247564764,0.993055555556,207.42464809,1.0,-9999,-9999,427.411,1.0,-9999,1.0,100.066,0.988095,-9999,1.38824,36.9628,0.988095,-9999,1.5593,2.56227,0.761905,0.19411,2.57943,2.66678,2.93666,0.764881,0.764881,0.806548,13.7583,11.4026,12.7631,13.5603,10.5722,8.77242,10.0964,10.5722,3.90679,1.98916,2.60774,8.28261,11.2249,10.7275,11.2372,14.5355,-9999,-9999
20111224,20111231,23.671,1.0,509.825,281.305,0.4375,389.931,0.0,10.125,1.0,99.741,1.0,0.901,0.0,2.447,0.994792,0.416538880047,0.994047619048,183.265579312,1.0,-9999,-9999,424.047,1.0,-9999,1.0,122.905,0.960938,-9999,1.33675,19.1046,0.960938,-9999,1.39321,-0.989547,0.783854,0.261326,-0.921557,-0.766568,-0.527058,0.789062,0.8125,0.867188,9.87477,9.61449,9.67975,9.89507,10.3334,10.3831,10.4968,10.5683,3.35688,1.78451,2.39525,7.17103,12.2916,10.2796,12.3487,15.3852,-9999,-9999
20120101,20120107,24.633,1.0,508.113,325.998,0.4375,368.793,0.0,17.003,1.0,99.583,1.0,0.0,0.0,2.594,1.0,0.391174534722,1.0,213.088085417,1.0,-9999,-9999,406.391,1.0,-9999,1.0,94.8224,1.0,-9999,1.44775,49.1257,1.0,-9999,1.54229,-0.421694,0.907738,0.298421,-0.364212,-0.227512,-0.0896721,0.91369,0.922619,0.949405,10.0723,10.0607,10.1394,10.304,10.3379,10.2724,10.3387,10.4594,6.82764,6.82631,6.95952,7.18419,6.78876,6.58353,6.76263,6.79497,-9999,-9999
20120108,20120114,26.374,1.0,504.801,253.054,0.458333,402.603,0.0,12.995,1.0,99.469,1.0,2.62,0.0,2.628,0.988095,0.492762339372,0.993055555556,171.060352361,1.0,-9999,-9999,413.56,1.0,-9999,1.0,109.938,1.0,-9999,1.74375,40.4386,1.0,-9999,2.17139,1.75904,0.866071,0.336868,1.94869,2.05821,2.17426,0.866071,0.89881,0.910714,11.8526,11.7122,11.8232,11.906,9.66337,9.63085,9.75327,9.84467,6.94731,6.94596,7.0815,7.31011,6.45066,6.07836,6.31923,6.44804,-9999,-9999
20120115,20120121,26.113,1.0,499.83,302.252,0.458333,383.589,0.0,14.711,1.0,99.525,0.994048,1.628,0.0,2.119,0.994048,0.350191427083,1.0,193.762778679,0.986111111111,-9999,-9999,421.806,1.0,-9999,1.0,92.727,0.994048,-9999,1.89779,38.4027,0.994048,-9999,2.32612,4.00271,0.824405,0.214238,3.93714,4.02448,4.19727,0.752976,0.848214,0.854167,13.7811,13.5455,13.6684,13.8417,9.60706,9.48132,9.60706,9.78389,6.92748,6.92614,7.06129,7.28925,6.5427,6.33682,6.51015,6.54871,-9999,-9999
20120122,20120128,25.197,1.0,493.186,273.22,0.907738,390.387,0.0,11.252,1.0,99.597,0.994048,2.18,0.0,2.193,0.997024,0.393401288859,0.996527777778,177.071269931,1.0,581.368821839,0.767361111111,428.087,1.0,-9999,1.0,92.233,0.994048,-9999,1.92041,46.7003,0.994048,-9999,2.44467,3.68052,0.875,0.217611,3.57059,3.67687,3.8452,0.869048,0.863095,0.872024,13.5995,13.1562,13.281,13.4771,9.68063,9.48799,9.60734,9.74737,6.6785,6.67197,6.78316,6.95528,6.65711,6.14587,6.47307,6.58393,-9999,-9999
20120129,20120204,28.523,1.0,484.87,214.158,1.0,410.89,0.0,16.906,1.0,99.408,1.0,1.718,0.0,1.947,1.0,0.351653152778,1.0,149.729601562,1.0,416.159722222,1.0,420.217,1.0,-9999,1.0,73.2823,1.0,-9999,1.92633,44.3772,1.0,-9999,2.2632,4.84001,0.973214,0.196026,4.81306,4.89364,5.5074,0.97619,0.97619,0.994048,12.738,11.7705,11.8695,12.738,7.02338,6.90149,7.07411,7.42489,9.0348,8.42717,8.60123,9.74906,5.41748,5.3674,5.424,6.00314,-9999,-9999
20120205,20120211,26.46,1.0,474.911,230.066,1.0,402.028,0.0,12.073,1.0,99.569,1.0,1.645,0.0,2.255,0.991071,0.408533210598,0.993055555556,140.917778719,1.0,412.513888889,1.0,432.252,1.0,-9999,1.0,87.9996,0.994048,-9999,1.90926,25.9424,0.997024,-9999,2.06707,4.98764,0.907738,0.282148,4.97871,5.14909,5.69749,0.904762,0.91369,0.928571,17.1113,16.7966,17.2026,17.7353,11.6336,11.2436,11.8643,12.6006,8.70313,6.50916,8.36949,8.70313,5.03801,5.10664,5.93396,6.21443,-9999,-9999
20120212,20120218,28.443,1.0,463.37,266.24,1.0,392.031,0.0,19.617,1.0,99.631,1.0,1.008,0.0,2.111,1.0,0.349945538194,1.0,179.715027377,0.996527777778,504.579861111,1.0,418.375,1.0,-9999,1.0,85.5401,1.0,-9999,2.08605,38.8119,1.0,-9999,2.15313,7.5747,0.943452,0.390963,7.06854,7.53285,7.64572,0.967262,0.970238,0.946429,16.2798,15.5899,16.1266,16.6839,9.04006,8.12013,8.80611,9.3575,17.9113,15.7023,17.693,18.4264,10.6778,8.97998,10.2246,10.6925,-9999,-9999
20120219,20120225,26.311,1.0,450.346,212.621,1.0,401.032,0.0,13.197,1.0,99.462,1.0,3.838,0.0,2.134,1.0,0.375885923611,1.0,152.236546261,0.993055555556,443.055555556,1.0,448.734,1.0,-9999,1.0,82.3936,0.973214,-9999,1.9699,28.1165,0.973214,-9999,2.0076,9.61766,0.952381,0.429761,9.16109,9.61506,9.6697,0.946429,0.955357,0.955357,16.3988,16.3988,17.5442,17.6022,7.24805,7.19602,7.88604,7.95385,15.636,15.6397,16.4708,17.2855,9.09603,7.85423,8.14897,9.09603,-9999,-9999
