encoder_timestep,month,hour,gap_flag_month,gap_flag_hour,TA_ERA,SW_IN_ERA,LW_IN_ERA,VPD_ERA,P_ERA,PA_ERA,EVI,NDVI,NIRv,BESS-RSDN,relative_time_idx,attn_time
-168.0,0.02711225487291813,0.0481509193778038,0.04282337799668312,0.21694572269916534,0.07176962494850159,0.07758746296167374,0.05234392359852791,0.08502697944641113,0.01382993534207344,0.0597299300134182,0.16091972589492798,0.0570879802107811,0.018277619034051895,0.052136942744255066,0.016257664188742638,0.007342874072492123
-167.0,0.027110425755381584,0.0481572188436985,0.042837515473365784,0.2170887589454651,0.07173962146043777,0.077611044049263,0.05232931673526764,0.08502767235040665,0.013821440748870373,0.0596749410033226,0.16080880165100098,0.05708600953221321,0.018268022686243057,0.05216376110911369,0.016275417059659958,0.006864454131573439
-166.0,0.027108587324619293,0.04816356673836708,0.04285178333520889,0.2172321081161499,0.07170959562063217,0.07763471454381943,0.05231470242142677,0.08502866327762604,0.013812950812280178,0.059620581567287445,0.16069631278514862,0.057084131985902786,0.01825844869017601,0.052190616726875305,0.016293203458189964,0.0065424018539488316
-12.0,0.026689643040299416,0.04886074736714363,0.044825658202171326,0.23722872138023376,0.06730917096138,0.08095359057188034,0.04976104572415352,0.0846877470612526,0.012561449781060219,0.05198425427079201,0.14424452185630798,0.05718408152461052,0.017048746347427368,0.056964438408613205,0.019696194678544998,0.006487017963081598
-11.0,0.026686349883675575,0.04886283352971077,0.044836729764938354,0.23734217882156372,0.06728223711252213,0.08097312599420547,0.0497424453496933,0.08468274027109146,0.012553677894175053,0.051940131932497025,0.14414428174495697,0.05718802288174629,0.017042532563209534,0.05699949711561203,0.019723230972886086,0.006473067216575146
-13.0,0.02669290080666542,0.0488593764603138,0.04481462761759758,0.2371150553226471,0.0673360601067543,0.08093421906232834,0.049779679626226425,0.08469301462173462,0.012569240294396877,0.0520285964012146,0.14434371888637543,0.057180117815732956,0.01705504022538662,0.05692916363477707,0.019669216126203537,0.006444427650421858
-10.0,0.026683056727051735,0.04886474832892418,0.044847723096609116,0.23745527863502502,0.06725521385669708,0.08099262416362762,0.04972390830516815,0.08467763662338257,0.012545912526547909,0.05189597234129906,0.14404471218585968,0.05719202011823654,0.017036251723766327,0.05703462287783623,0.019750339910387993,0.006407993845641613
-14.0,0.02669616788625717,0.04885803163051605,0.0448036715388298,0.23700135946273804,0.06736279278993607,0.08091483265161514,0.04979829490184784,0.08469835668802261,0.01257705595344305,0.052072782069444656,0.14444275200366974,0.05717620253562927,0.017061330378055573,0.05689408630132675,0.019642299041152,0.006382914260029793
-20.0,0.026715245097875595,0.048843394964933395,0.04473758488893509,0.23631465435028076,0.0675257071852684,0.08079826831817627,0.049908775836229324,0.08472876250743866,0.012623979710042477,0.052341338247060776,0.1450434923171997,0.05715324729681015,0.017099134624004364,0.0566844567656517,0.019481968134641647,0.006378217600286007
-21.0,0.026718446984887123,0.04884061589837074,0.044726163148880005,0.23619914054870605,0.06755322217941284,0.08077878504991531,0.04992702603340149,0.08473336696624756,0.012631856836378574,0.05238667130470276,0.14514435827732086,0.057149697095155716,0.017105599865317345,0.05664942041039467,0.019455594941973686,0.006371971219778061
-19.0,0.026712078601121902,0.04884590208530426,0.0447489395737648,0.23643001914024353,0.06749815493822098,0.08081762492656708,0.04989047721028328,0.0847238153219223,0.012616117484867573,0.05229611322283745,0.1449430137872696,0.05715697631239891,0.017092742025852203,0.05671953409910202,0.019508494064211845,0.006357102654874325
-9.0,0.02667977660894394,0.04886684566736221,0.04485876485705376,0.2375679910182953,0.06722795963287354,0.08101207762956619,0.049705442041158676,0.08467251062393188,0.012538149952888489,0.05185180902481079,0.1439451277256012,0.05719606950879097,0.01702994666993618,0.05706997588276863,0.01977752149105072,0.006354156415909529
-22.0,0.026721645146608353,0.048837728798389435,0.044714756309986115,0.23608386516571045,0.06758084148168564,0.08075926452875137,0.04994526877999306,0.0847381129860878,0.012639745138585567,0.052432116121053696,0.1452445685863495,0.057146139442920685,0.017112139612436295,0.05661448463797569,0.019429314881563187,0.0063415332697331905
-1.0,0.026653578504920006,0.048885323107242584,0.04494709149003029,0.23846440017223358,0.06700825691223145,0.081166572868824,0.04955710098147392,0.08463069051504135,0.012475907802581787,0.0514964759349823,0.1431511789560318,0.057230692356824875,0.01698029786348343,0.057355161756277084,0.019997265189886093,0.006337075959891081
-15.0,0.026699380949139595,0.048855699598789215,0.04479295760393143,0.23688799142837524,0.06738915294408798,0.08089549839496613,0.04981686919927597,0.08470368385314941,0.012584840878844261,0.05211685970425606,0.14454279839992523,0.05717231705784798,0.017067525535821915,0.05685906857252121,0.019615380093455315,0.006328122690320015
-18.0,0.02670888416469097,0.04884832352399826,0.04476010426878929,0.23654505610466003,0.06747084856033325,0.08083711564540863,0.04987207055091858,0.08471868932247162,0.012608240358531475,0.05225098133087158,0.14484313130378723,0.05716070160269737,0.017086321488022804,0.05675442889332771,0.01953507773578167,0.0063265650533139706
-8.0,0.02667650580406189,0.048869114369153976,0.044869691133499146,0.2376808524131775,0.06720083206892014,0.08103153109550476,0.04968684911727905,0.0846671313047409,0.01253042183816433,0.05180782079696655,0.143845334649086,0.05720016732811928,0.01702367514371872,0.05710528418421745,0.01980479806661606,0.006314849480986595
-23.0,0.026724863797426224,0.04883473739027977,0.04470334202051163,0.23596803843975067,0.06760840862989426,0.08073952794075012,0.049963489174842834,0.08474268764257431,0.012647624127566814,0.052477795630693436,0.14534536004066467,0.05714264139533043,0.017118753865361214,0.05657971650362015,0.019403070211410522,0.0063094752840697765
-16.0,0.026702547445893288,0.04885323345661163,0.04478226602077484,0.2367744892835617,0.06741578876972198,0.08087603002786636,0.04983539506793022,0.0847088024020195,0.012592610903084278,0.052161239087581635,0.14464275538921356,0.05716840922832489,0.017073744907975197,0.0568242222070694,0.01958848349750042,0.006307558156549931
-17.0,0.026705699041485786,0.04885059595108032,0.04477132111787796,0.2366609126329422,0.06744330376386642,0.08085665851831436,0.04985380917787552,0.08471379429101944,0.01260037999600172,0.05220571160316467,0.14474254846572876,0.05716441944241524,0.017079971730709076,0.05678920820355415,0.019561663269996643,0.006302760913968086
-36.0,0.026766836643218994,0.04879751801490784,0.04455461725592613,0.2344471663236618,0.0679619088768959,0.08048143237829208,0.05019953101873398,0.08479948341846466,0.012749162502586842,0.05307219550013542,0.1466600000858307,0.057102352380752563,0.017205726355314255,0.05613479018211365,0.019067320972681046,0.006300170905888081
-7.0,0.0266732145100832,0.04887145012617111,0.044880691915750504,0.23779328167438507,0.06717359274625778,0.08105079084634781,0.04966822266578674,0.08466176688671112,0.012522638775408268,0.05176355689764023,0.14374610781669617,0.057204339653253555,0.017017388716340065,0.057140808552503586,0.01983211375772953,0.006291218567639589
-35.0,0.02676359750330448,0.04880012571811676,0.04456616938114166,0.2345656156539917,0.06793434917926788,0.08050145953893661,0.05018145963549614,0.08479543030261993,0.012741327285766602,0.05302620679140091,0.1465587466955185,0.05710519105195999,0.017198918387293816,0.05616866797208786,0.019092723727226257,0.006280029192566872
-165.0,0.027106763795018196,0.04816991835832596,0.04286603629589081,0.21737632155418396,0.07167943567037582,0.07765835523605347,0.0523001067340374,0.0850299671292305,0.013804511167109013,0.059566207230091095,0.16058239340782166,0.05708225443959236,0.0182489026337862,0.052217744290828705,0.016311049461364746,0.006273008417338133
-37.0,0.026770062744617462,0.048795536160469055,0.04454302415251732,0.23432880640029907,0.06798969954252243,0.08046159148216248,0.050217580050230026,0.08480384200811386,0.012757019139826298,0.05311787128448486,0.14676031470298767,0.057099539786577225,0.01721256971359253,0.05610056221485138,0.019042005762457848,0.006266084499657154
-6.0,0.026669945567846298,0.048873670399188995,0.04489167034626007,0.23790550231933594,0.06714624166488647,0.08107021450996399,0.049649640917778015,0.0846564993262291,0.012514865957200527,0.05171915888786316,0.1436469852924347,0.057208627462387085,0.017011096701025963,0.05717633664608002,0.019859518855810165,0.006258102133870125
-24.0,0.0267280675470829,0.04883180558681488,0.044691912829875946,0.23585198819637299,0.06763599812984467,0.08071977645158768,0.049981698393821716,0.0847470834851265,0.012655496597290039,0.05252325162291527,0.14544638991355896,0.05713927000761032,0.017125321552157402,0.056545015424489975,0.01937692239880562,0.00624613044783473
-5.0,0.026666682213544846,0.04887598380446434,0.04490277171134949,0.2380174994468689,0.06711870431900024,0.08108952641487122,0.049631133675575256,0.08465136587619781,0.01250708568841219,0.051674552261829376,0.143547922372818,0.05721300095319748,0.01700485683977604,0.057211946696043015,0.019886979833245277,0.006219829898327589
-38.0,0.02677324041724205,0.0487934947013855,0.0445314384996891,0.23420971632003784,0.06801720708608627,0.08044140785932541,0.05023554340004921,0.08480791747570038,0.012764845043420792,0.05316413566470146,0.14686144888401031,0.05709677189588547,0.017219457775354385,0.05606662854552269,0.019016722217202187,0.00621129060164094
-34.0,0.026760317385196686,0.04880238696932793,0.044577594846487045,0.23468342423439026,0.06790667772293091,0.08052122592926025,0.05016334727406502,0.08479081094264984,0.012733492068946362,0.052981119602918625,0.1464584767818451,0.05710805580019951,0.017192114144563675,0.056202732026576996,0.019118160009384155,0.006211033556610346
-2.0,0.026656856760382652,0.04888293892145157,0.044936005026102066,0.23835395276546478,0.06703591346740723,0.08114738762378693,0.049575623124837875,0.08463592082262039,0.012483695521950722,0.051540859043598175,0.1432494819164276,0.05722612887620926,0.01698640175163746,0.05731924623250961,0.019969580695033073,0.0062103550881147385
-44.0,0.0267918910831213,0.04877446964383125,0.044462479650974274,0.23349179327487946,0.06818342953920364,0.08032073080539703,0.05034282058477402,0.08483371883630753,0.012812020257115364,0.05343904346227646,0.14747489988803864,0.05708173289895058,0.017261143773794174,0.055863216519355774,0.01886656880378723,0.0062051331624388695
-45.0,0.026794983074069023,0.048771053552627563,0.044450778514146805,0.23337052762508392,0.06821122020483017,0.08030074089765549,0.05036061629652977,0.08483844250440598,0.012819980271160603,0.05348527804017067,0.1475774347782135,0.057079434394836426,0.017268190160393715,0.0558294840157032,0.018841853365302086,0.006198160350322723
-43.0,0.026788810268044472,0.048777732998132706,0.04447413608431816,0.23361250758171082,0.06815547496080399,0.08034073561429977,0.050325050950050354,0.08482934534549713,0.012804077938199043,0.053392909467220306,0.14737257361412048,0.057084158062934875,0.017254116013646126,0.05589701607823372,0.0188913531601429,0.006186345126479864
-4.0,0.026663394644856453,0.04887814447283745,0.04491378366947174,0.23813045024871826,0.06709118187427521,0.08110884577035904,0.049612585455179214,0.08464621752500534,0.012499293312430382,0.05162980034947395,0.1434483379125595,0.0572173073887825,0.016998646780848503,0.05724751949310303,0.01991446129977703,0.0061855497770011425
-60.0,0.02684098668396473,0.04871854558587074,0.044270969927310944,0.23152132332324982,0.0686282068490982,0.07998991012573242,0.05062301829457283,0.08488944917917252,0.012939349748194218,0.054190292954444885,0.14915242791175842,0.05704915151000023,0.017374414950609207,0.05533352121710777,0.01847841776907444,0.006182181183248758
-46.0,0.026798104867339134,0.04876776784658432,0.04443909972906113,0.23324887454509735,0.06823910772800446,0.08028077334165573,0.050378307700157166,0.08484313637018204,0.012827984057366848,0.053531598299741745,0.14768004417419434,0.0570770762860775,0.0172752533107996,0.05579565837979317,0.018817206844687462,0.006169171538203955
-3.0,0.026660121977329254,0.04888049513101578,0.044924866408109665,0.23824287950992584,0.0670635849237442,0.08112816512584686,0.04959410801529884,0.08464109152555466,0.01249149814248085,0.051585253328084946,0.14334842562675476,0.05722164362668991,0.016992541030049324,0.05728333443403244,0.01994198188185692,0.00616720924153924
-59.0,0.026837976649403572,0.04872188717126846,0.044282957911491394,0.23164522647857666,0.06860049813985825,0.08001083880662918,0.05060575529932976,0.08488643169403076,0.012931360863149166,0.0541427806019783,0.1490478366613388,0.05705084651708603,0.01736726611852646,0.0553661547601223,0.018502211198210716,0.0061599924229085445
-39.0,0.026776384562253952,0.048790592700242996,0.04452002793550491,0.2340909242630005,0.06804469227790833,0.08042140305042267,0.0502534955739975,0.08481225371360779,0.012772643007338047,0.05321004241704941,0.14696305990219116,0.057094138115644455,0.01722632348537445,0.05603259056806564,0.018991466611623764,0.006159313954412937
-42.0,0.02678568661212921,0.04878098517656326,0.04448580741882324,0.23373275995254517,0.06812766194343567,0.08036092668771744,0.0503072552382946,0.0848250687122345,0.012796157971024513,0.053346872329711914,0.147270068526268,0.05708659067749977,0.01724710687994957,0.055930789560079575,0.018916232511401176,0.006157628260552883
-33.0,0.026757050305604935,0.04880480840802193,0.04458903148770332,0.23480086028575897,0.06787901371717453,0.0805409625172615,0.050145260989665985,0.08478616178035736,0.01272566244006157,0.05293592810630798,0.14635851979255676,0.057110968977212906,0.017185255885124207,0.05623690038919449,0.019143668934702873,0.006152984220534563
-61.0,0.02684398554265499,0.048714980483055115,0.04425885155797005,0.23139750957489014,0.06865601986646652,0.07996907830238342,0.05064031481742859,0.08489243686199188,0.012947333045303822,0.05423793941736221,0.14925695955753326,0.057047415524721146,0.017381660640239716,0.055300794541835785,0.01845468394458294,0.006150724831968546
-40.0,0.026779500767588615,0.0487874373793602,0.044508740305900574,0.23397201299667358,0.06807215511798859,0.08040124922990799,0.050271451473236084,0.0848165825009346,0.012780435383319855,0.05325557291507721,0.14706522226333618,0.0570916086435318,0.01723322831094265,0.05599852278828621,0.018966278061270714,0.006139738485217094
-47.0,0.026801178231835365,0.04876431077718735,0.04442716762423515,0.23312705755233765,0.06826700270175934,0.08026044070720673,0.05039593204855919,0.08484741300344467,0.012835985980927944,0.053578123450279236,0.14778368175029755,0.05707475170493126,0.017282335087656975,0.05576204136013985,0.01879258267581463,0.00613965280354023
-41.0,0.026782570406794548,0.04878401756286621,0.04449744150042534,0.23385341465473175,0.06809993088245392,0.08038096129894257,0.050289448350667953,0.08482087403535843,0.012788256630301476,0.05330091714859009,0.14716722071170807,0.05708913132548332,0.01724017783999443,0.05596448481082916,0.018941188231110573,0.006135986652225256
-32.0,0.02675381489098072,0.04880761355161667,0.044600456953048706,0.23491843044757843,0.06785160303115845,0.08056087791919708,0.050127170979976654,0.08478158712387085,0.01271785981953144,0.052890606224536896,0.1462574601173401,0.05711386725306511,0.01717841811478138,0.056270916014909744,0.019169267266988754,0.006110157817602158
-25.0,0.026731327176094055,0.04882878065109253,0.04468045383691788,0.23573540151119232,0.06766357272863388,0.08070003986358643,0.049999892711639404,0.08475155383348465,0.012663392350077629,0.05256897583603859,0.1455473154783249,0.05713597312569618,0.017131930217146873,0.05651059001684189,0.019350849092006683,0.006107316352427006
-164.0,0.027104932814836502,0.04817623272538185,0.04288030415773392,0.2175193428993225,0.07164978981018066,0.07768178731203079,0.05228543281555176,0.08503072708845139,0.0137960659340024,0.059511881321668625,0.16046972572803497,0.05708036944270134,0.018239393830299377,0.052244968712329865,0.01632903330028057,0.006103575695306063
-62.0,0.026847001165151596,0.04871150106191635,0.044246744364500046,0.23127324879169464,0.06868398189544678,0.07994817197322845,0.050657596439123154,0.08489542454481125,0.012955330312252045,0.05428580939769745,0.14936134219169617,0.05704576149582863,0.01738891378045082,0.05526814982295036,0.018431024625897408,0.006096059922128916
-58.0,0.026834949851036072,0.04872508719563484,0.04429493471980095,0.23176921904087067,0.0685725286602974,0.08003166317939758,0.050588492304086685,0.08488333225250244,0.01292338501662016,0.054095763713121414,0.14894309639930725,0.05705256015062332,0.017360055819153786,0.05539888143539429,0.018526015803217888,0.006089171394705772
-84.0,0.026912787929177284,0.048619773238897324,0.04397225007414818,0.22846195101737976,0.06931481510400772,0.07948388904333115,0.05102961137890816,0.0849495604634285,0.013133415952324867,0.05535183474421501,0.1516948640346527,0.0570223443210125,0.017555687576532364,0.054568469524383545,0.0179287139326334,0.0060836817137897015
-68.0,0.026865096762776375,0.0486883707344532,0.04417480155825615,0.23051422834396362,0.06885366886854172,0.07982289046049118,0.05076102912425995,0.08491287380456924,0.013003339059650898,0.054573141038417816,0.14999477565288544,0.05703742802143097,0.017432937398552895,0.0550747849047184,0.018290648236870766,0.006081496365368366
-48.0,0.02680421993136406,0.048760704696178436,0.04441509023308754,0.23300601541996002,0.06829489767551422,0.08024005591869354,0.05041351914405823,0.08485157042741776,0.012843973003327847,0.0536242313683033,0.1478874385356903,0.05707250535488129,0.01728939823806286,0.055728379637002945,0.018767988309264183,0.00608125189319253
-31.0,0.026750585064291954,0.04881066828966141,0.04461193457245827,0.2350362092256546,0.06782431155443192,0.08058059215545654,0.05010903626680374,0.0847770944237709,0.012710025534033775,0.05284472182393074,0.14615638554096222,0.05711676552891731,0.017171604558825493,0.056305158883333206,0.019194917753338814,0.006080883089452982
-69.0,0.026868099346756935,0.048684194684028625,0.04416210576891899,0.2303861677646637,0.06888293474912643,0.0798017755150795,0.05077793821692467,0.08491432666778564,0.013011371716856956,0.054621439427137375,0.1501028686761856,0.057036228477954865,0.01744050346314907,0.05504254624247551,0.018267536535859108,0.006074186880141497
-67.0,0.02686205320060253,0.048692237585783005,0.0441870354115963,0.23064199090003967,0.06882505118846893,0.07984362542629242,0.05074388161301613,0.08491043746471405,0.012995299883186817,0.05452493205666542,0.1498885303735733,0.057038724422454834,0.017425496131181717,0.055106885731220245,0.01831381395459175,0.006065330468118191
-83.0,0.02690993808209896,0.04862412437796593,0.04398493468761444,0.22859005630016327,0.06928496062755585,0.07950561493635178,0.051013123244047165,0.08494710922241211,0.013125239871442318,0.05530257523059845,0.15159113705158234,0.057022981345653534,0.017547734081745148,0.05459965392947197,0.017950857058167458,0.006060452200472355
-85.0,0.02691563591361046,0.048615455627441406,0.043959811329841614,0.2283341884613037,0.06934329867362976,0.07946272939443588,0.05104625225067139,0.084952712059021,0.013141567818820477,0.05540106073021889,0.15179820358753204,0.0570218488574028,0.017563363537192345,0.05453715845942497,0.017906732857227325,0.006051705218851566
-63.0,0.02685004286468029,0.048707783222198486,0.04423496127128601,0.23114830255508423,0.06871172785758972,0.07992736995220184,0.050675004720687866,0.08489873260259628,0.012963329441845417,0.05433399975299835,0.14946523308753967,0.057044245302677155,0.017396068200469017,0.05523575097322464,0.018407443538308144,0.006045842543244362
-70.0,0.026871098205447197,0.04867975413799286,0.044149428606033325,0.23025810718536377,0.06891226023435593,0.0797804743051529,0.05079478397965431,0.08491576462984085,0.013019431382417679,0.054669830948114395,0.15021102130413055,0.05703495815396309,0.017448097467422485,0.055010464042425156,0.018244506791234016,0.00604294054210186
-30.0,0.026747360825538635,0.048813484609127045,0.044623374938964844,0.2351536750793457,0.06779754161834717,0.08060066401958466,0.05009085685014725,0.08477281779050827,0.012702233158051968,0.05279866233468056,0.14605477452278137,0.05711982771754265,0.017164817079901695,0.056339167058467865,0.019220739603042603,0.006041518412530422
-66.0,0.026859033852815628,0.04869620501995087,0.044199418276548386,0.2307698130607605,0.06879632920026779,0.07986457645893097,0.050726864486932755,0.08490804582834244,0.012987270019948483,0.05447675660252571,0.14978154003620148,0.057040050625801086,0.017417991533875465,0.05513905733823776,0.01833709143102169,0.006038520485162735
-57.0,0.026831910014152527,0.048728328198194504,0.04430697485804558,0.23189322650432587,0.06854420900344849,0.08005250990390778,0.050571244210004807,0.08488034456968307,0.012915427796542645,0.054048825055360794,0.14883838593959808,0.057054296135902405,0.017352784052491188,0.055431660264730453,0.018549833446741104,0.006030091550201178
-64.0,0.026853013783693314,0.0487038791179657,0.04422306641936302,0.2310227006673813,0.06874015182256699,0.07990632206201553,0.05069220811128616,0.08490177243947983,0.012971274554729462,0.05438154935836792,0.14957068860530853,0.05704284831881523,0.017403382807970047,0.05520324409008026,0.018383903428912163,0.006025610025972128
-65.0,0.026855994015932083,0.048699844628572464,0.04421136900782585,0.23089806735515594,0.06876838952302933,0.07988511770963669,0.050709567964076996,0.08490492403507233,0.012979262508451939,0.054428450763225555,0.1496753692626953,0.05704150348901749,0.01741073466837406,0.0551709309220314,0.018360450863838196,0.006019934080541134
-71.0,0.026874082162976265,0.048675160855054855,0.04413668066263199,0.23013000190258026,0.06894153356552124,0.07975929230451584,0.05081162601709366,0.08491753786802292,0.013027521781623363,0.05471833050251007,0.15031881630420685,0.05703368037939072,0.017455706372857094,0.05497850477695465,0.018221549689769745,0.00601509865373373
-163.0,0.02710312232375145,0.04818239063024521,0.04289453104138374,0.2176622897386551,0.07162010669708252,0.07770495116710663,0.05227065086364746,0.08503098040819168,0.013787602074444294,0.059457872062921524,0.1603577882051468,0.05707855150103569,0.018229961395263672,0.05227212607860565,0.01634708233177662,0.006005334667861462
-29.0,0.026744136586785316,0.04881659895181656,0.044634781777858734,0.23527008295059204,0.06777098029851913,0.08062058687210083,0.05007265880703926,0.08476869016885757,0.012694555334746838,0.05275256186723709,0.1459532231092453,0.05712299793958664,0.01715816743671894,0.056373246014118195,0.01924671046435833,0.006001980509608984
-86.0,0.026918597519397736,0.048610709607601166,0.04394710436463356,0.228206068277359,0.06937235593795776,0.07944142073392868,0.05106282979249954,0.08495532721281052,0.013149703852832317,0.05544991418719292,0.15190286934375763,0.05702139437198639,0.017571071162819862,0.054505910724401474,0.017884720116853714,0.005997394677251577
-26.0,0.02673453651368618,0.04882589727640152,0.044668976217508316,0.23561929166316986,0.06769103556871414,0.080680251121521,0.050018101930618286,0.08475594222545624,0.012671288102865219,0.05261462554335594,0.1456480622291565,0.05713266134262085,0.01713855192065239,0.05647600069642067,0.019324809312820435,0.005993604194372892
-108.0,0.026979265734553337,0.048504333943128586,0.043655842542648315,0.22529013454914093,0.07000840455293655,0.07896118611097336,0.05142347142100334,0.0850004181265831,0.013330151326954365,0.0565507672727108,0.15428167581558228,0.05701935291290283,0.017747562378644943,0.0538337416946888,0.01741364412009716,0.00599238695576787
-82.0,0.026907099410891533,0.048628274351358414,0.043997421860694885,0.22871854901313782,0.06925661116838455,0.07952693104743958,0.05099658668041229,0.08494441956281662,0.01311712060123682,0.05525362491607666,0.15148566663265228,0.057023607194423676,0.017540138214826584,0.054630931466817856,0.017973052337765694,0.005991937126964331
-56.0,0.02682882733643055,0.04873175919055939,0.04431888088583946,0.23201778531074524,0.06851603090763092,0.08007337898015976,0.05055388808250427,0.08487705886363983,0.012907464988529682,0.054001543670892715,0.14873366057872772,0.05705602467060089,0.01734556071460247,0.05546439811587334,0.01857372373342514,0.005984574090689421
-28.0,0.026740901172161102,0.04881952702999115,0.04464619234204292,0.23538674414157867,0.06774446368217468,0.08064053952693939,0.05005451291799545,0.08476457744836807,0.01268690638244152,0.052706412971019745,0.14585129916667938,0.05712617188692093,0.017151672393083572,0.056407321244478226,0.01927274279296398,0.0059699127450585365
-107.0,0.02697669342160225,0.04850967973470688,0.043669119477272034,0.22542230784893036,0.06998014450073242,0.07898328453302383,0.0514073520898819,0.08499863743782043,0.013321983627974987,0.05649958923459053,0.15417411923408508,0.05701914057135582,0.017739567905664444,0.05386384576559067,0.01743452623486519,0.00596974790096283
-92.0,0.02693563513457775,0.04858359694480896,0.04386910796165466,0.22742235660552979,0.06954571604728699,0.07931233942508698,0.05116230249404907,0.0849696695804596,0.013198751024901867,0.05574430897831917,0.15254633128643036,0.05701914802193642,0.017617858946323395,0.05431963875889778,0.017753301188349724,0.0059663779102265835
-109.0,0.026981869712471962,0.04849913343787193,0.0436425656080246,0.22515781223773956,0.07003692537546158,0.07893925160169601,0.051439687609672546,0.08500219136476517,0.013338342308998108,0.05660262331366539,0.15438787639141083,0.05701960250735283,0.017755696550011635,0.05380360037088394,0.017392797395586967,0.005961018148809671
-72.0,0.026877103373408318,0.04867075756192207,0.04412396624684334,0.23000091314315796,0.06897072494029999,0.07973798364400864,0.05082845315337181,0.08491930365562439,0.013035612180829048,0.054766759276390076,0.15042729675769806,0.057032644748687744,0.017463291063904762,0.05494656413793564,0.0181986503303051,0.0059587848372757435
-93.0,0.02693849243223667,0.04857903718948364,0.04385603219270706,0.22729045152664185,0.0695745050907135,0.07929069548845291,0.05117874592542648,0.08497169613838196,0.013207018375396729,0.05579392611980438,0.1526540070772171,0.0570189505815506,0.017625844106078148,0.05428890883922577,0.01773166097700596,0.005956112872809172
-27.0,0.026737716048955917,0.04882271960377693,0.04465758055448532,0.2355031818151474,0.06771794706583023,0.08066035062074661,0.050036314874887466,0.08476032316684723,0.012679154053330421,0.052660442888736725,0.14574947953224182,0.057129375636577606,0.01714519038796425,0.05644156038761139,0.01929876022040844,0.00595514103770256
-49.0,0.026807280257344246,0.04875704646110535,0.044403076171875,0.2328823357820511,0.0683223083615303,0.08021925389766693,0.050431203097105026,0.08485507220029831,0.012851997278630733,0.05367133021354675,0.14799372851848602,0.05707027390599251,0.017296407371759415,0.05569520220160484,0.018743472173810005,0.0059539200738072395
-91.0,0.026932787150144577,0.04858805984258652,0.04388226941227913,0.2275536060333252,0.0695166140794754,0.0793338418006897,0.051145873963832855,0.08496775478124619,0.013190509751439095,0.055694982409477234,0.15243880450725555,0.05701952800154686,0.01760989800095558,0.05435044318437576,0.0177750326693058,0.005953032989054918
-55.0,0.026825707405805588,0.04873519390821457,0.044330839067697525,0.23214246332645416,0.06848786026239395,0.08009416610002518,0.05053649842739105,0.0848739966750145,0.0128994295373559,0.05395442619919777,0.14862847328186035,0.05705780163407326,0.017338326200842857,0.0554971769452095,0.018597662448883057,0.005951645318418741
