SITE_ID,dataset,start_year,end_year,path,dup,IGBP,LOCATION_ELEV,LOCATION_LAT,LOCATION_LONG,SITE_NAME,koppen_sub,koppen_main,koppen_name,koppen_main_name,C3/C4,C4_percent
BE-Lon,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_BE-Lon_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,CRO,170.0,50.55162,4.746234,Lonzee,15,3,Cfb,Temperate,rotation,0.38
BE-Maa,ICOS2020,2016,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_BE-Maa_FLUXNET2015_FULLSET_MM_2016-2020_beta-3.csv,False,CSH,87.0,50.97987,5.631851,Maasmechelen,15,3,Cfb,Temperate,C3,0.43
BE-Vie,ICOS2020,1996,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_BE-Vie_FLUXNET2015_FULLSET_MM_1996-2020_beta-3.csv,True,MF,493.0,50.30493,5.99812,Vielsalm,26,4,Dfb,Cold,C3,0.43
CH-Aws,ICOS2020,2006,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CH-Aws_FLUXNET2015_FULLSET_MM_2006-2020_beta-3.csv,True,GRA,1988.0,46.583306,9.790417,Alp Weissenstein,29,5,ET,Polar,C3,1.47
CH-Cha,ICOS2020,2005,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CH-Cha_FLUXNET2015_FULLSET_MM_2005-2020_beta-3.csv,True,GRA,393.0,47.21022,8.41044,Chamau,26,4,Dfb,Cold,C3,0.0
CH-Dav,ICOS2020,1997,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CH-Dav_FLUXNET2015_FULLSET_MM_1997-2020_beta-3.csv,True,ENF,1639.0,46.81533,9.85591,Davos,27,4,Dfc,Cold,C3,1.47
CH-Fru,ICOS2020,2005,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CH-Fru_FLUXNET2015_FULLSET_MM_2005-2020_beta-3.csv,True,GRA,982.0,47.11583,8.53778,Frebel,26,4,Dfb,Cold,C3,0.0
CH-Lae,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CH-Lae_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,MF,689.0,47.47833,8.36439,Laegern,26,4,Dfb,Cold,C3,0.0
CH-Oe2,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CH-Oe2_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,CRO,452.0,47.28642,7.73375,Oensingen crop,26,4,Dfb,Cold,C3,0.11
CZ-BK1,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CZ-BK1_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,ENF,875.0,49.50208,18.53688,Bily Kriz forest,26,4,Dfb,Cold,C3,0.0
CZ-KrP,ICOS2020,2014,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CZ-KrP_FLUXNET2015_FULLSET_MM_2014-2020_beta-3.csv,False,CRO,534.0,49.573257,15.078773,Kresin u Pacova,26,4,Dfb,Cold,unknown,0.0
CZ-Lnz,ICOS2020,2015,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CZ-Lnz_FLUXNET2015_FULLSET_MM_2015-2020_beta-3.csv,True,DBF,150.0,48.68155,16.946331,Lanzhot,26,4,Dfb,Cold,C3,7.36
CZ-RAJ,ICOS2020,2012,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CZ-RAJ_FLUXNET2015_FULLSET_MM_2012-2020_beta-3.csv,True,ENF,649.0,49.4437236,16.6965125,Rajec,26,4,Dfb,Cold,C3,0.0
CZ-Stn,ICOS2020,2010,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CZ-Stn_FLUXNET2015_FULLSET_MM_2010-2020_beta-3.csv,True,DBF,562.0,49.035975,17.9699,Stitna,26,4,Dfb,Cold,C3,0.0
CZ-wet,ICOS2020,2006,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_CZ-wet_FLUXNET2015_FULLSET_MM_2006-2020_beta-3.csv,True,WET,426.0,49.02465,14.77035,Trebon (CZECHWET),26,4,Dfb,Cold,C3,0.0
DE-Akm,ICOS2020,2009,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-Akm_FLUXNET2015_FULLSET_MM_2009-2020_beta-3.csv,True,WET,-1.0,53.86617,13.68342,Anklam,26,4,Dfb,Cold,C3,0.0
DE-Geb,ICOS2020,2001,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-Geb_FLUXNET2015_FULLSET_MM_2001-2020_beta-3.csv,True,CRO,161.5,51.09973,10.91463,Gebesee,26,4,Dfb,Cold,C3,0.0
DE-Gri,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-Gri_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,GRA,385.0,50.95004,13.51259,Grillenburg,26,4,Dfb,Cold,C3,0.0
DE-Hai,ICOS2020,2000,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-Hai_FLUXNET2015_FULLSET_MM_2000-2020_beta-3.csv,True,DBF,430.0,51.07921,10.45217,Hainich,26,4,Dfb,Cold,C3,0.0
DE-HoH,ICOS2020,2015,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-HoH_FLUXNET2015_FULLSET_MM_2015-2020_beta-3.csv,True,DBF,193.0,52.08656,11.22235,Hohes Holz,26,4,Dfb,Cold,C3,0.0
DE-Hzd,ICOS2020,2010,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-Hzd_FLUXNET2015_FULLSET_MM_2010-2020_beta-3.csv,True,DBF,395.0,50.96381,13.48978,Hetzdorf,26,4,Dfb,Cold,C3,0.0
DE-Kli,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-Kli_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,CRO,478.0,50.89306,13.52238,Klingenberg,26,4,Dfb,Cold,C3,0.0
DE-Obe,ICOS2020,2008,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-Obe_FLUXNET2015_FULLSET_MM_2008-2020_beta-3.csv,True,ENF,734.0,50.78666,13.72129,Oberbrenburg,26,4,Dfb,Cold,C3,0.0
DE-RuR,ICOS2020,2011,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-RuR_FLUXNET2015_FULLSET_MM_2011-2020_beta-3.csv,True,GRA,514.7,50.62191,6.30413,Rollesbroich,26,4,Dfb,Cold,C3,0.0
DE-RuS,ICOS2020,2011,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-RuS_FLUXNET2015_FULLSET_MM_2011-2020_beta-3.csv,True,CRO,102.755,50.86591,6.44714,Selhausen Juelich,15,3,Cfb,Temperate,C3,0.0
DE-RuW,ICOS2020,2012,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-RuW_FLUXNET2015_FULLSET_MM_2012-2020_beta-3.csv,True,ENF,610.0,50.50493,6.3309627,Wustebach,26,4,Dfb,Cold,C3,0.0
DE-Tha,ICOS2020,1996,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DE-Tha_FLUXNET2015_FULLSET_MM_1996-2020_beta-3.csv,True,ENF,385.0,50.96256,13.56515,Tharandt,26,4,Dfb,Cold,C3,0.0
DK-Gds,ICOS2020,2020,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DK-Gds_FLUXNET2015_FULLSET_MM_2020-2020_beta-3.csv,False,ENF,86.0,56.0737,9.3341,Gludsted Plantage,26,4,Dfb,Cold,C3,0.0
DK-Sor,ICOS2020,1996,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_DK-Sor_FLUXNET2015_FULLSET_MM_1996-2020_beta-3.csv,True,DBF,40.0,55.48587,11.64464,Soroe,26,4,Dfb,Cold,C3,0.0
ES-Abr,ICOS2020,2015,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_ES-Abr_FLUXNET2015_FULLSET_MM_2015-2020_beta-3.csv,True,WSA,279.0,38.701839,-6.785881,Albuera,8,3,Csa,Temperate,C3,1.13
ES-Agu,ICOS2020,2006,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_ES-Agu_FLUXNET2015_FULLSET_MM_2006-2020_beta-3.csv,False,OSH,202.0,36.940046,-2.033208,Aguamarga,5,2,BWk,Arid,C3,0.0
ES-Cnd,ICOS2020,2014,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_ES-Cnd_FLUXNET2015_FULLSET_MM_2014-2020_beta-3.csv,False,EBF,366.0,37.914998,-3.227659,Conde,7,2,BSk,Arid,C3,1.77
ES-LJu,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_ES-LJu_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,OSH,1600.0,36.92659,-2.75212,Llano de los Juanes,8,3,Csa,Temperate,C3,0.0
ES-LM1,ICOS2020,2014,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_ES-LM1_FLUXNET2015_FULLSET_MM_2014-2020_beta-3.csv,True,WSA,266.0,39.94269,-5.778683,Majadas del Tietar North,7,2,BSk,Arid,C3,1.3
ES-LM2,ICOS2020,2014,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_ES-LM2_FLUXNET2015_FULLSET_MM_2014-2020_beta-3.csv,True,WSA,270.0,39.934592,-5.775881,Majadas del Tietar South,7,2,BSk,Arid,C3,1.3
FI-Hyy,ICOS2020,1996,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FI-Hyy_FLUXNET2015_FULLSET_MM_1996-2020_beta-3.csv,True,ENF,181.0,61.84741,24.29477,Hyytiala,27,4,Dfc,Cold,C3,0.0
FI-Ken,ICOS2020,2018,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FI-Ken_FLUXNET2015_FULLSET_MM_2018-2020_beta-3.csv,False,ENF,347.0,67.98721,24.24301,Kenttarova,27,4,Dfc,Cold,C3,0.0
FI-Let,ICOS2020,2009,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FI-Let_FLUXNET2015_FULLSET_MM_2009-2020_beta-3.csv,True,ENF,125.0,60.64183,23.95952,Lettosuo,27,4,Dfc,Cold,C3,0.0
FI-Qvd,ICOS2020,2018,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FI-Qvd_FLUXNET2015_FULLSET_MM_2018-2020_beta-3.csv,False,CRO,10.0,60.295242,22.391607,Qvidja,26,4,Dfb,Cold,C3,0.0
FI-Sii,ICOS2020,2016,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FI-Sii_FLUXNET2015_FULLSET_MM_2016-2020_beta-3.csv,True,GRA,160.0,61.83265,24.19285,Siikaneva,27,4,Dfc,Cold,C3,0.0
FI-Var,ICOS2020,2016,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FI-Var_FLUXNET2015_FULLSET_MM_2016-2020_beta-3.csv,True,ENF,395.0,67.7549,29.61,Varrio,27,4,Dfc,Cold,C3,0.0
FR-Aur,ICOS2020,2005,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FR-Aur_FLUXNET2015_FULLSET_MM_2005-2020_beta-3.csv,False,CRO,250.0,43.54965,1.106103,Aurade,14,3,Cfa,Temperate,C3,3.1
FR-Bil,ICOS2020,2014,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FR-Bil_FLUXNET2015_FULLSET_MM_2014-2020_beta-3.csv,True,ENF,39.0,44.493652,-0.956092,Bilos,15,3,Cfb,Temperate,C3,0.0
FR-FBn,ICOS2020,2008,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FR-FBn_FLUXNET2015_FULLSET_MM_2008-2020_beta-3.csv,False,MF,436.0,43.24079,5.67865,Font-Blanche,8,3,Csa,Temperate,C3,0.0
FR-Fon,ICOS2020,2005,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FR-Fon_FLUXNET2015_FULLSET_MM_2005-2020_beta-3.csv,True,DBF,103.0,48.47636,2.7801,Fontainebleau-Barbeau,15,3,Cfb,Temperate,C3,7.34
FR-Gri,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FR-Gri_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,CRO,125.0,48.84422,1.95191,Grignon,15,3,Cfb,Temperate,rotation,6.49
FR-Hes,ICOS2020,2014,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FR-Hes_FLUXNET2015_FULLSET_MM_2014-2020_beta-3.csv,True,DBF,310.0,48.6741,7.06465,Hesse,15,3,Cfb,Temperate,C3,3.18
FR-LGt,ICOS2020,2017,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FR-LGt_FLUXNET2015_FULLSET_MM_2017-2020_beta-3.csv,False,WET,153.0,47.322917,2.284102,La Guette,15,3,Cfb,Temperate,C3,3.82
FR-Lam,ICOS2020,2005,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FR-Lam_FLUXNET2015_FULLSET_MM_2005-2020_beta-3.csv,False,CRO,180.0,43.496437,1.237878,Lamasquere,14,3,Cfa,Temperate,rotation,3.1
FR-Tou,ICOS2020,2018,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_FR-Tou_FLUXNET2015_FULLSET_MM_2018-2020_beta-3.csv,False,GRA,158.0,43.572857,1.37474,Toulouse,14,3,Cfa,Temperate,unknown,3.1
GF-Guy,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_GF-Guy_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,EBF,48.0,5.27877,-52.92486,Guyaflux (French Guiana),2,1,Am,Tropical,C3,0.0
GL-Dsk,ICOS2020,2020,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_GL-Dsk_FLUXNET2015_FULLSET_MM_2020-2020_beta-3.csv,False,OSH,8.0,69.25349,-53.51413,Disko,29,5,ET,Polar,C3,0.0
IE-Cra,ICOS2020,2020,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IE-Cra_FLUXNET2015_FULLSET_MM_2020-2020_beta-3.csv,False,WET,56.0,53.3229785,-7.641769,Clara,15,3,Cfb,Temperate,C3,0.0
IL-Yat,ICOS2020,2000,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IL-Yat_FLUXNET2015_FULLSET_MM_2000-2020_beta-3.csv,False,ENF,657.0,31.34504459,35.05198851,Yatir,7,2,BSk,Arid,C3,0.0
IT-BCi,ICOS2020,2004,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IT-BCi_FLUXNET2015_FULLSET_MM_2004-2020_beta-3.csv,True,CRO,20.0,40.52375,14.95744,Borgo Cioffi,8,3,Csa,Temperate,C4,0.0
IT-BFt,ICOS2020,2019,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IT-BFt_FLUXNET2015_FULLSET_MM_2019-2020_beta-3.csv,False,DBF,23.0,45.197754,10.741966,Bosco Fontana,14,3,Cfa,Temperate,C3,2.31
IT-Cp2,ICOS2020,2012,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IT-Cp2_FLUXNET2015_FULLSET_MM_2012-2020_beta-3.csv,True,EBF,19.0,41.70427,12.35729,Castelporziano2,8,3,Csa,Temperate,C3,0.0
IT-Lav,ICOS2020,2003,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IT-Lav_FLUXNET2015_FULLSET_MM_2003-2020_beta-3.csv,True,ENF,1353.0,45.9562,11.28132,Lavarone,26,4,Dfb,Cold,C3,3.57
IT-Lsn,ICOS2020,2016,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IT-Lsn_FLUXNET2015_FULLSET_MM_2016-2020_beta-3.csv,True,OSH,1.0,45.740482,12.750297,Lison,14,3,Cfa,Temperate,C3,2.7
IT-MBo,ICOS2020,2003,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IT-MBo_FLUXNET2015_FULLSET_MM_2003-2020_beta-3.csv,True,GRA,1550.0,46.01468,11.04583,Monte Bondone,26,4,Dfb,Cold,C3,1.37
IT-Ren,ICOS2020,1999,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IT-Ren_FLUXNET2015_FULLSET_MM_1999-2020_beta-3.csv,True,ENF,1730.0,46.58686,11.43369,Renon,27,4,Dfc,Cold,C3,1.37
IT-SR2,ICOS2020,2013,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IT-SR2_FLUXNET2015_FULLSET_MM_2013-2020_beta-3.csv,True,ENF,4.0,43.73202,10.29091,San Rossore 2,8,3,Csa,Temperate,C3,0.0
IT-Tor,ICOS2020,2008,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_IT-Tor_FLUXNET2015_FULLSET_MM_2008-2020_beta-3.csv,True,GRA,2160.0,45.84444,7.57806,Torgnon,27,4,Dfc,Cold,C3,1.76
RU-Fy2,ICOS2020,2015,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_RU-Fy2_FLUXNET2015_FULLSET_MM_2015-2020_beta-3.csv,True,ENF,276.0,56.4476,32.9019,Fyodorovskoye dry spruce,26,4,Dfb,Cold,C3,0.85
RU-Fyo,ICOS2020,1998,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_RU-Fyo_FLUXNET2015_FULLSET_MM_1998-2020_beta-3.csv,True,ENF,265.0,56.46153,32.92208,Fyodorovskoye,26,4,Dfb,Cold,C3,0.85
SE-Deg,ICOS2020,2001,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_SE-Deg_FLUXNET2015_FULLSET_MM_2001-2020_beta-3.csv,True,WET,270.0,64.182029,19.556539,Degero,27,4,Dfc,Cold,C3,0.0
SE-Htm,ICOS2020,2015,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_SE-Htm_FLUXNET2015_FULLSET_MM_2015-2020_beta-3.csv,True,ENF,115.0,56.09763,13.41897,Hyltemossa,26,4,Dfb,Cold,C3,0.0
SE-Nor,ICOS2020,2014,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_SE-Nor_FLUXNET2015_FULLSET_MM_2014-2020_beta-3.csv,True,ENF,45.0,60.0865,17.479504,Norunda,26,4,Dfb,Cold,C3,0.0
SE-Ros,ICOS2020,2014,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_SE-Ros_FLUXNET2015_FULLSET_MM_2014-2020_beta-3.csv,True,ENF,157.0,64.1725,19.738,Rosinedal-3,27,4,Dfc,Cold,C3,0.0
SE-Svb,ICOS2020,2014,2020,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/warm-winter-2020/FLX_SE-Svb_FLUXNET2015_FULLSET_MM_2014-2020_beta-3.csv,True,ENF,267.0,64.25611,19.7745,Svartberget,27,4,Dfc,Cold,C3,0.0
DE-Hte,ICOS2018,2009,2018,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/drought-2018/FLX_DE-Hte_FLUXNET2015_FULLSET_MM_2009-2018_beta-3.csv,False,WET,1.0,54.210278,12.176111,Huetelmoor,15,3,Cfb,Temperate,C3,0.0
FR-EM2,ICOS2018,2017,2018,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/drought-2018/FLX_FR-EM2_FLUXNET2015_FULLSET_MM_2017-2018_beta-3.csv,False,CRO,,49.87211,3.02065,Estrees-Mons A28,15,3,Cfb,Temperate,mix,6.69
NL-Loo,ICOS2018,1996,2018,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/drought-2018/FLX_NL-Loo_FLUXNET2015_FULLSET_MM_1996-2018_beta-3.csv,True,ENF,25.0,52.16658,5.74356,Loobos,15,3,Cfb,Temperate,C3,0.0
SE-Lnn,ICOS2018,2014,2018,/Users/yanghuikang/Documents/Work/Research/Data/Flux_data/OneFlux/raw/ICOS/drought-2018/FLX_SE-Lnn_FLUXNET2015_FULLSET_MM_2014-2018_beta-3.csv,False,CRO,71.0,58.34063,13.10177,Lanna,26,4,Dfb,Cold,C3,0.0
